suite,problem,size,ams,nvar,ncon,nnzj,nnzh,tobj,tcon,tgrad,tjac,thess,thprod,tjprod,tjtprod,tcreate,device,hostname
OPF-rect,pglib_opf_case2746wp_k.m,pglib_opf_case2746wp_k.m,ExaModels,19520,31192,122318,154653,1.217e-6,0.000399987,7.531e-6,0.000463977,0.000551131,6.054e-6,NaN,NaN,0.015854565,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case2848_rte.m,pglib_opf_case2848_rte.m,ExaModels,21822,34977,138944,176194,1.275e-6,0.000409569,8.652e-6,0.000473706,0.00060025,6.523e-6,NaN,NaN,0.017158665,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case2853_sdet.m,pglib_opf_case2853_sdet.m,ExaModels,23028,36007,144230,182622,1.748e-6,0.00040154,1.0551e-5,0.000458027,0.000579741,7.248e-6,NaN,NaN,0.020167127,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case2868_rte.m,pglib_opf_case2868_rte.m,ExaModels,22090,35261,140188,177708,1.267e-6,0.000395793,8.897e-6,0.000457542,0.000566458,7.198e-6,NaN,NaN,0.018313806,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case2869_pegase.m,pglib_opf_case2869_pegase.m,ExaModels,25086,40682,164860,210171,1.247e-6,0.0004456,9.713e-6,0.000506414,0.000600927,7.331e-6,NaN,NaN,0.018728338,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case3012wp_k.m,pglib_opf_case3012wp_k.m,ExaModels,21082,34041,133148,168484,1.072e-6,0.000386838,8.173e-6,0.000459964,0.000522504,6.478e-6,NaN,NaN,0.017391862,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case3022_goc.m,pglib_opf_case3022_goc.m,ExaModels,23238,38012,151108,192132,8.84e-7,0.000405602,7.923e-6,0.000490158,0.000603629,6.766e-6,NaN,NaN,0.018097932,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case3120sp_k.m,pglib_opf_case3120sp_k.m,ExaModels,21608,35212,137494,174127,8.93e-7,0.000393001,6.457e-6,0.000472072,0.000574242,6.417e-6,NaN,NaN,0.01726804,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case3375wp_k.m,pglib_opf_case3375wp_k.m,ExaModels,24350,39250,154356,195488,1.208e-6,0.000397087,9.264e-6,0.000479695,0.000560912,7.567e-6,NaN,NaN,0.018715343,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case3970_goc.m,pglib_opf_case3970_goc.m,ExaModels,35270,58398,237100,303128,9.66e-7,0.000418194,1.1588e-5,0.000596847,0.00072772,8.724e-6,NaN,NaN,0.025775407,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4020_goc.m,pglib_opf_case4020_goc.m,ExaModels,36696,60977,248442,317971,9.21e-7,0.000427756,1.1942e-5,0.000577304,0.000697685,6.954e-6,NaN,NaN,0.028101447,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4601_goc.m,pglib_opf_case4601_goc.m,ExaModels,38814,64197,258792,330375,1.013e-6,0.000448202,9.916e-6,0.000619682,0.000771537,1.1408e-5,NaN,NaN,0.030297039,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4619_goc.m,pglib_opf_case4619_goc.m,ExaModels,42532,70908,289210,370364,8.83e-7,0.000458917,1.034e-5,0.00065491,0.000789352,1.0761e-5,NaN,NaN,0.033124275,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4661_sdet.m,pglib_opf_case4661_sdet.m,ExaModels,34758,55963,221320,280567,1.678e-6,0.000436907,1.077e-5,0.000567057,0.000684929,9.894e-6,NaN,NaN,0.027393379,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4837_goc.m,pglib_opf_case4837_goc.m,ExaModels,41398,68867,278168,355487,8.79e-7,0.0004533,1.1882e-5,0.00063713,0.000777483,1.1765e-5,NaN,NaN,0.031548098,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case4917_goc.m,pglib_opf_case4917_goc.m,ExaModels,37872,61834,245870,312564,1.26e-6,0.000445134,1.324e-5,0.000583052,0.000711584,1.0877e-5,NaN,NaN,0.030965861,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case5658_epigrids.m,pglib_opf_case5658_epigrids.m,ExaModels,48552,80479,325202,415449,1.306e-6,0.000522152,1.5158e-5,0.000708562,0.0008846,1.3131e-5,NaN,NaN,0.037041152,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case6468_rte.m,pglib_opf_case6468_rte.m,ExaModels,49734,82405,327608,417210,1.07e-6,0.000504841,1.529e-5,0.000729058,0.000883036,1.3875e-5,NaN,NaN,0.041313054,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case6470_rte.m,pglib_opf_case6470_rte.m,ExaModels,50482,82446,328504,417794,1.597e-6,0.000537404,1.679e-5,0.000721764,0.00089779,1.5004e-5,NaN,NaN,0.041639718,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case6495_rte.m,pglib_opf_case6495_rte.m,ExaModels,50426,82619,328940,418451,1.453e-6,0.00053757,1.6818e-5,0.000707331,0.000877189,1.427e-5,NaN,NaN,0.042044144,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case6515_rte.m,pglib_opf_case6515_rte.m,ExaModels,50546,82805,329644,419331,1.537e-6,0.000536862,1.7202e-5,0.000746866,0.000881497,1.4011e-5,NaN,NaN,0.042490382,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case7336_epigrids.m,pglib_opf_case7336_epigrids.m,ExaModels,62116,102642,413994,528501,1.423e-6,0.000539711,1.8969e-5,0.000759724,0.000970365,1.6997e-5,NaN,NaN,0.045972621,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case8387_pegase.m,pglib_opf_case8387_pegase.m,ExaModels,78748,127089,520006,663752,1.2551e-5,0.000674154,5.2089e-5,0.001020668,0.00110525,2.3465e-5,NaN,NaN,0.065838885,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case9241_pegase.m,pglib_opf_case9241_pegase.m,ExaModels,85568,140067,571906,730952,9.1e-6,0.000652493,4.8814e-5,0.001117567,0.001256911,2.5595e-5,NaN,NaN,0.067153012,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case9591_goc.m,pglib_opf_case9591_goc.m,ExaModels,83572,140179,567558,726344,1.035e-6,0.000642885,2.2511e-5,0.001358289,0.001625672,2.3596e-5,NaN,NaN,0.063693369,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case10000_goc.m,pglib_opf_case10000_goc.m,ExaModels,76804,122352,486210,616125,1.0542e-5,0.000586773,4.7647e-5,0.000904677,0.001011819,2.2167e-5,NaN,NaN,0.062877135,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case10192_epigrids.m,pglib_opf_case10192_epigrids.m,ExaModels,89850,149645,606916,776313,1.507e-6,0.000690548,2.0989e-5,0.001145522,0.00151357,2.4398e-5,NaN,NaN,0.069610511,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case10480_goc.m,pglib_opf_case10480_goc.m,ExaModels,96750,161354,658324,843138,1.592e-6,0.000623362,2.8338e-5,0.0014058,0.001624727,2.2349e-5,NaN,NaN,0.078438732,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case13659_pegase.m,pglib_opf_case13659_pegase.m,ExaModels,117370,184247,745084,945663,1.3704e-5,0.000760849,7.3038e-5,0.001560063,0.001516498,3.5947e-5,NaN,NaN,0.097621484,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case19402_goc.m,pglib_opf_case19402_goc.m,ExaModels,179562,301135,1228884,1574954,1.908e-6,0.000883367,4.85e-5,0.002550016,0.003989693,4.8212e-5,NaN,NaN,0.133972727,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case20758_epigrids.m,pglib_opf_case20758_epigrids.m,ExaModels,179236,295676,1195874,1527131,9.294e-6,0.000982808,7.8184e-5,0.003232464,0.003633666,4.9019e-5,NaN,NaN,0.136683262,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case24464_goc.m,pglib_opf_case24464_goc.m,ExaModels,203374,338105,1360080,1736650,1.0601e-5,0.001036404,8.3414e-5,0.003618245,0.005449064,6.3657e-5,NaN,NaN,0.171471692,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case30000_goc.m,pglib_opf_case30000_goc.m,ExaModels,208624,337752,1319630,1670035,1.2414e-5,0.00104871,9.4845e-5,0.003182737,0.003615591,6.3436e-5,NaN,NaN,0.226195712,CPU-8T,shin-compute-002
OPF-rect,pglib_opf_case78484_epigrids.m,pglib_opf_case78484_epigrids.m,ExaModels,674562,1117540,4516896,5770274,1.6333e-5,0.005476295,0.000279247,0.012330587,0.020562737,0.000218209,NaN,NaN,0.628301189,CPU-8T,shin-compute-002
LV,rosenrock,20,ExaModels,20,18,54,165,1.9e-8,5.35e-7,1.2e-7,1.032e-6,1.926e-6,2.53e-7,1.027e-6,1.075e-6,1.2912e-5,CPU,shin-compute-002
LV,rosenrock,2000,ExaModels,2000,1998,5994,17985,2.0e-8,5.2757e-5,9.486e-6,0.000108849,0.000204424,2.3584e-5,0.000112435,0.00011353,0.000128267,CPU,shin-compute-002
LV,rosenrock,200000,ExaModels,200000,199998,599994,1799985,1.9e-8,0.005333946,0.000988689,0.011238408,0.022113614,0.00232863,0.011065744,0.011416068,0.018473657,CPU,shin-compute-002
LV,wood,20,ExaModels,20,13,39,102,7.8e-8,1.03e-7,1.54e-7,1.63e-7,6.08e-7,3.51e-7,2.46e-7,2.61e-7,9.893e-6,CPU,shin-compute-002
LV,wood,2000,ExaModels,2000,1993,5979,12972,4.652e-6,6.355e-6,1.4069e-5,1.9666e-5,6.9832e-5,3.5147e-5,2.6656e-5,3.0459e-5,0.000124348,CPU,shin-compute-002
LV,wood,200000,ExaModels,200000,199993,599979,1299972,0.000459248,0.000610714,0.001474586,0.002080707,0.007465338,0.003187544,0.002736329,0.003108083,0.018479627,CPU,shin-compute-002
LV,chained_powell,20,ExaModels,20,2,4,79,1.73e-7,1.01e-7,2.19e-7,1.08e-7,5.54e-7,4.58e-7,1.28e-7,1.29e-7,1.5662e-5,CPU,shin-compute-002
LV,chained_powell,2000,ExaModels,2000,2,4,7999,1.4863e-5,1.01e-7,2.049e-5,9.9e-8,4.5677e-5,4.5677e-5,1.28e-7,2.14e-7,2.9536e-5,CPU,shin-compute-002
LV,chained_powell,200000,ExaModels,200000,2,4,799999,0.001441522,1.02e-7,0.002042866,9.9e-8,0.00474713,0.004777778,1.28e-7,5.0402e-5,0.00174009,CPU,shin-compute-002
LV,cragg_levy,20,ExaModels,20,18,54,135,4.39e-7,1.11e-7,5.86e-7,2.1e-7,1.431e-6,1.179e-6,2.51e-7,2.79e-7,1.1797e-5,CPU,shin-compute-002
LV,cragg_levy,2000,ExaModels,2000,1998,5994,14985,4.528e-5,5.425e-6,6.3572e-5,2.0435e-5,0.000161901,0.00012933,2.2129e-5,2.3661e-5,0.000126813,CPU,shin-compute-002
LV,cragg_levy,200000,ExaModels,200000,199998,599994,1499985,0.004421657,0.000522998,0.006583221,0.002200833,0.016992603,0.013468976,0.002201761,0.002471665,0.018294624,CPU,shin-compute-002
LV,broyden_tridiagonal,20,ExaModels,20,16,80,194,2.73e-7,1.44e-7,4.27e-7,2.5e-7,1.215e-6,1.058e-6,3.01e-7,3.23e-7,1.7284e-5,CPU,shin-compute-002
LV,broyden_tridiagonal,2000,ExaModels,2000,1996,9980,21974,2.1561e-5,9.138e-6,3.7435e-5,2.7331e-5,0.000127202,0.000105039,3.0485e-5,3.1439e-5,0.00014136,CPU,shin-compute-002
LV,broyden_tridiagonal,200000,ExaModels,200000,199996,999980,2199974,0.002159436,0.000920671,0.003818452,0.003030413,0.014358263,0.010924449,0.003112333,0.00320598,0.018654658,CPU,shin-compute-002
LV,broyden_banded,20,ExaModels,40,29,167,258,2.61e-7,3.44e-7,4.26e-7,6.1e-7,2.038e-6,1.025e-6,7.39e-7,7.12e-7,6.3004e-5,CPU,shin-compute-002
LV,broyden_banded,2000,ExaModels,4000,2999,18977,27978,2.2243e-5,2.5654e-5,3.7806e-5,6.2616e-5,0.000206235,9.5926e-5,7.6709e-5,7.5235e-5,0.00029046,CPU,shin-compute-002
LV,broyden_banded,200000,ExaModels,400000,299999,1899977,2799978,0.002224893,0.002623885,0.003894462,0.007135199,0.022635625,0.00973818,0.007884699,0.007300682,0.031742103,CPU,shin-compute-002
LV,trigo_tridiagonal,20,ExaModels,20,4,14,69,4.24e-7,8.4e-8,8.44e-7,8.3e-8,1.303e-6,1.26e-6,1.05e-7,1.14e-7,2.0375e-5,CPU,shin-compute-002
LV,trigo_tridiagonal,2000,ExaModels,2000,4,14,6009,4.216e-5,8.4e-8,8.7786e-5,8.5e-8,0.000131174,0.000132755,1.07e-7,1.95e-7,3.5237e-5,CPU,shin-compute-002
LV,trigo_tridiagonal,200000,ExaModels,200000,4,14,600009,0.004269237,8.4e-8,0.009011098,7.7e-8,0.013631586,0.013369121,1.08e-7,5.1173e-5,0.001921948,CPU,shin-compute-002
LV,augmented_lagrangian,20,ExaModels,20,18,54,106,1.53e-7,2.0e-7,2.42e-7,2.76e-7,8.83e-7,6.01e-7,3.51e-7,3.43e-7,1.7974e-5,CPU,shin-compute-002
LV,augmented_lagrangian,2000,ExaModels,2000,1998,5994,10798,1.0271e-5,1.5228e-5,2.0496e-5,2.6575e-5,8.7707e-5,5.5768e-5,3.176e-5,3.2553e-5,0.000135916,CPU,shin-compute-002
LV,augmented_lagrangian,200000,ExaModels,200000,199998,599994,1079998,0.001064988,0.001612657,0.002102239,0.002797687,0.009738634,0.00552333,0.003233547,0.003264736,0.018442589,CPU,shin-compute-002
LV,modified_brown,20,ExaModels,20,6,30,61,1.28e-7,1.18e-7,2.16e-7,1.18e-7,3.95e-7,2.99e-7,1.57e-7,1.62e-7,4.2336e-5,CPU,shin-compute-002
LV,modified_brown,2000,ExaModels,2000,6,30,3031,9.645e-6,1.16e-7,1.5976e-5,1.17e-7,2.6395e-5,2.6033e-5,1.52e-7,2.3e-7,5.7083e-5,CPU,shin-compute-002
LV,modified_brown,200000,ExaModels,200000,6,30,300031,0.000939902,1.19e-7,0.001635302,1.19e-7,0.00262296,0.002658171,1.56e-7,5.1871e-5,0.001990781,CPU,shin-compute-002
LV,generalized_brown,20,ExaModels,20,18,54,58,8.4e-8,1.02e-7,3.93e-7,1.56e-7,1.026e-6,8.94e-7,2.12e-7,2.01e-7,8.669e-6,CPU,shin-compute-002
LV,generalized_brown,2000,ExaModels,2000,1998,5994,5998,6.426e-6,4.165e-6,3.5148e-5,1.4101e-5,0.000101458,8.3588e-5,1.6744e-5,1.6816e-5,0.000129898,CPU,shin-compute-002
LV,generalized_brown,200000,ExaModels,200000,199998,599994,599998,0.000545754,0.000421506,0.003642374,0.001480878,0.01057926,0.008540298,0.00171711,0.001572584,0.018870096,CPU,shin-compute-002
LV,chained_hs46,20,ExaModels,20,11,33,79,1.16e-7,1.69e-7,1.69e-7,2.11e-7,5.46e-7,2.79e-7,2.53e-7,2.9e-7,1.2201e-5,CPU,shin-compute-002
LV,chained_hs46,2000,ExaModels,2000,1331,3993,9319,8.739e-6,1.2902e-5,1.5008e-5,2.2285e-5,5.9102e-5,2.7963e-5,2.4258e-5,2.4894e-5,0.000100913,CPU,shin-compute-002
LV,chained_hs46,200000,ExaModels,200000,133331,399993,933319,0.000845288,0.001283914,0.001586134,0.002337662,0.006289616,0.002784276,0.002454545,0.002473815,0.013430191,CPU,shin-compute-002
LV,chained_hs47,20,ExaModels,20,11,30,57,4.7e-8,9.4e-8,7.7e-8,6.5e-8,1.67e-7,1.27e-7,1.28e-7,1.42e-7,1.4684e-5,CPU,shin-compute-002
LV,chained_hs47,2000,ExaModels,2000,1496,3990,7482,1.084e-6,2.398e-6,5.749e-6,2.945e-6,1.607e-5,1.2852e-5,7.68e-6,7.949e-6,0.00011155,CPU,shin-compute-002
LV,chained_hs47,200000,ExaModels,200000,149996,399990,749982,0.000104504,0.000325807,0.000613735,0.000466497,0.001817916,0.001148064,0.00084541,0.00091394,0.014706993,CPU,shin-compute-002
LV,chained_hs48,20,ExaModels,20,12,48,54,4.8e-8,1.04e-7,8.3e-8,9.0e-8,1.41e-7,1.24e-7,1.53e-7,1.6e-7,1.1574e-5,CPU,shin-compute-002
LV,chained_hs48,2000,ExaModels,2000,1332,5328,5994,1.02e-6,2.822e-6,5.325e-6,6.184e-6,1.1848e-5,9.8e-6,1.0224e-5,1.0696e-5,0.000100768,CPU,shin-compute-002
LV,chained_hs48,200000,ExaModels,200000,133332,533328,599994,9.8493e-5,0.000308274,0.000551746,0.000742342,0.001297446,0.000999096,0.001021195,0.001084749,0.012937278,CPU,shin-compute-002
LV,chained_hs49,20,ExaModels,20,12,36,48,1.16e-7,9.4e-8,1.69e-7,9.0e-8,2.96e-7,2.8e-7,1.18e-7,1.21e-7,1.0497e-5,CPU,shin-compute-002
LV,chained_hs49,2000,ExaModels,2000,1332,3996,5328,8.471e-6,2.439e-6,1.5429e-5,6.507e-6,2.7869e-5,2.7194e-5,6.145e-6,6.27e-6,9.914e-5,CPU,shin-compute-002
LV,chained_hs49,200000,ExaModels,200000,133332,399996,533328,0.000849504,0.00028438,0.001585486,0.000743757,0.00307789,0.002781739,0.000686606,0.000746409,0.013206355,CPU,shin-compute-002
LV,chained_hs50,20,ExaModels,20,11,33,51,4.6e-8,9.9e-8,7.8e-8,8.6e-8,1.64e-7,1.3e-7,1.45e-7,1.61e-7,1.561e-5,CPU,shin-compute-002
LV,chained_hs50,2000,ExaModels,2000,1496,4488,6486,1.086e-6,2.787e-6,5.925e-6,5.273e-6,1.609e-5,1.1869e-5,1.0676e-5,1.0865e-5,0.000113418,CPU,shin-compute-002
LV,chained_hs50,200000,ExaModels,200000,149996,449988,649986,0.000104863,0.000342149,0.000616963,0.000688238,0.001721882,0.001148176,0.001109985,0.001106736,0.014986522,CPU,shin-compute-002
LV,chained_hs51,20,ExaModels,20,11,26,39,7.5e-8,9.0e-8,9.6e-8,6.7e-8,1.75e-7,1.56e-7,1.15e-7,1.19e-7,1.2621e-5,CPU,shin-compute-002
LV,chained_hs51,2000,ExaModels,2000,1496,3491,4989,4.812e-6,2.128e-6,7.805e-6,2.199e-6,1.6282e-5,1.4396e-5,5.335e-6,5.627e-6,0.000108265,CPU,shin-compute-002
LV,chained_hs51,200000,ExaModels,200000,149996,349991,499989,0.000423692,0.000321461,0.0008044,0.000431936,0.001856098,0.001482464,0.000691361,0.000699398,0.014794615,CPU,shin-compute-002
LV,chained_hs52,20,ExaModels,20,11,26,39,7.5e-8,9.0e-8,9.7e-8,6.2e-8,1.79e-7,1.59e-7,1.15e-7,1.17e-7,1.155e-5,CPU,shin-compute-002
LV,chained_hs52,2000,ExaModels,2000,1496,3491,4989,4.444e-6,2.356e-6,7.963e-6,2.402e-6,1.7308e-5,1.4486e-5,5.858e-6,5.57e-6,0.000107066,CPU,shin-compute-002
LV,chained_hs52,200000,ExaModels,200000,149996,349991,499989,0.000441562,0.000314825,0.000827541,0.00043214,0.001841893,0.001499429,0.000681873,0.000698083,0.014739467,CPU,shin-compute-002
LV,chained_hs53,20,ExaModels,20,11,26,39,7.5e-8,9.0e-8,9.6e-8,6.3e-8,1.71e-7,1.58e-7,1.16e-7,1.18e-7,1.1711e-5,CPU,shin-compute-002
LV,chained_hs53,2000,ExaModels,2000,1496,3491,4989,4.392e-6,2.13e-6,7.814e-6,2.343e-6,1.5847e-5,1.4823e-5,5.363e-6,5.406e-6,0.000107153,CPU,shin-compute-002
LV,chained_hs53,200000,ExaModels,200000,149996,349991,499989,0.000423266,0.000319159,0.000802504,0.000430917,0.001777075,0.001485909,0.000688328,0.00069737,0.014908629,CPU,shin-compute-002
COPS,bearing,"(5, 5)",ExaModels,49,28,28,360,3.241e-6,1.01e-7,4.534e-6,5.1e-8,4.307e-6,4.524e-6,8.6e-8,9.4e-8,2.7193e-5,CPU,shin-compute-002
COPS,bearing,"(35, 35)",ExaModels,1369,148,148,12960,0.000103319,2.12e-7,0.00014323,1.05e-7,0.000142118,0.000147278,4.43e-7,2.01e-7,6.3866e-5,CPU,shin-compute-002
COPS,bearing,"(320, 320)",ExaModels,103684,1288,1288,1030410,0.008113334,1.311e-6,0.011000717,5.04e-7,0.011519593,0.011445768,3.268e-6,1.7434e-5,0.002787252,CPU,shin-compute-002
COPS,camshape,20,ExaModels,20,43,100,115,2.0e-8,1.58e-7,3.4e-8,2.54e-7,3.25e-7,2.1e-8,2.86e-7,3.01e-7,3.7867e-5,CPU,shin-compute-002
COPS,camshape,2000,ExaModels,2000,4003,10000,11995,2.0e-8,6.793e-6,2.66e-7,2.2449e-5,3.3438e-5,1.04e-7,2.0729e-5,2.2936e-5,0.00030059,CPU,shin-compute-002
COPS,camshape,170000,ExaModels,170000,340003,850000,1019995,2.0e-8,0.000601938,6.7335e-5,0.001979388,0.003053494,4.0783e-5,0.00187167,0.001982315,0.032824518,CPU,shin-compute-002
COPS,catmix,3,ExaModels,71,62,266,144,5.5e-8,1.54e-6,7.0e-8,2.219e-6,1.458e-6,1.26e-7,2.493e-6,2.485e-6,2.5395e-5,CPU,shin-compute-002
COPS,catmix,200,ExaModels,4602,4002,17602,10191,1.383e-6,9.3251e-5,2.637e-6,0.000145318,9.3534e-5,8.306e-6,0.000156004,0.000160141,0.000338948,CPU,shin-compute-002
COPS,catmix,20000,ExaModels,460002,400002,1760002,1019991,0.000137502,0.009616535,0.000309207,0.016349792,0.010434152,0.000892773,0.016768967,0.016649593,0.053814923,CPU,shin-compute-002
COPS,chain,50,ExaModels,48,38,159,88,2.0e-8,2.12e-7,3.2e-8,3.44e-7,4.46e-7,2.2e-8,4.75e-7,5.02e-7,4.2964e-5,CPU,shin-compute-002
COPS,chain,5000,ExaModels,5000,3752,17491,9992,2.0e-8,1.1242e-5,1.282e-6,3.3687e-5,4.6857e-5,1.256e-6,4.5572e-5,4.6504e-5,0.000328652,CPU,shin-compute-002
COPS,chain,500000,ExaModels,500000,375002,1749991,999992,2.0e-8,0.001196722,0.000139174,0.003880548,0.005019492,0.000137484,0.004658075,0.004763839,0.045069885,CPU,shin-compute-002
COPS,channel,5,ExaModels,200,200,1521,120,2.0e-8,1.96e-6,3.0e-8,3.395e-6,3.67e-7,3.4e-8,5.411e-6,5.383e-6,3.8673e-5,CPU,shin-compute-002
COPS,channel,400,ExaModels,16000,16000,123181,9600,2.0e-8,0.000145433,3.701e-6,0.000294854,2.6059e-5,4.268e-6,0.000458764,0.000427051,0.001909499,CPU,shin-compute-002
COPS,channel,42000,ExaModels,1680000,1680000,12935981,1008000,2.0e-8,0.022470022,0.000593065,0.050566049,0.003118473,0.000557288,0.051721458,0.049148609,0.518689869,CPU,shin-compute-002
COPS,dirichlet,5,ExaModels,10564,8331,62619,71172,2.0e-8,0.000548845,2.733e-6,0.001268197,0.001535581,2.603e-6,0.001308673,0.001325006,0.008428422,CPU,shin-compute-002
COPS,dirichlet,20,ExaModels,33199,24261,197154,227097,1.9e-8,0.001734834,8.131e-6,0.004010532,0.004934906,8.284e-6,0.004207404,0.004181451,0.025508487,CPU,shin-compute-002
COPS,dirichlet,100,ExaModels,153919,109221,914674,1058697,1.9e-8,0.008710164,3.6633e-5,0.019648573,0.023123123,3.9381e-5,0.01956602,0.019848779,0.121335755,CPU,shin-compute-002
COPS,elec,5,ExaModels,15,5,15,225,9.5e-8,7.3e-8,1.85e-7,3.5e-8,5.64e-7,6.31e-7,9.2e-8,9.4e-8,2.1638e-5,CPU,shin-compute-002
COPS,elec,50,ExaModels,150,50,150,25875,6.939e-6,1.57e-7,1.6908e-5,1.15e-7,6.085e-5,7.2415e-5,3.65e-7,3.79e-7,3.5805e-5,CPU,shin-compute-002
COPS,elec,200,ExaModels,600,200,600,418500,0.000108458,3.78e-7,0.000281272,3.91e-7,0.001051944,0.001168077,1.285e-6,1.259e-6,0.000178568,CPU,shin-compute-002
COPS,gasoil,2,ExaModels,55,52,262,734,1.977e-6,1.534e-6,2.77e-6,1.63e-6,5.284e-6,4.153e-6,1.824e-6,1.923e-6,2.7854e-5,CPU,shin-compute-002
COPS,gasoil,200,ExaModels,5203,5200,27190,11822,1.924e-6,0.000140577,3.59e-6,0.000157752,0.000148747,5.001e-6,0.000176841,0.000180809,0.000440313,CPU,shin-compute-002
COPS,gasoil,18000,ExaModels,468003,468000,2447990,1008622,1.931e-6,0.013287895,0.000132058,0.016528267,0.013731787,0.000128483,0.016674025,0.016898415,0.05628033,CPU,shin-compute-002
COPS,glider,2,ExaModels,16,15,63,252,1.9e-8,2.587e-6,1.902e-6,3.026e-6,1.0922e-5,2.1e-8,3.364e-6,3.308e-6,0.000991376,CPU,shin-compute-002
COPS,glider,80,ExaModels,406,327,2247,10080,1.9e-8,2.2922e-5,1.897e-6,4.7697e-5,0.000351921,4.7e-8,4.951e-5,4.9542e-5,0.001033544,CPU,shin-compute-002
COPS,glider,8000,ExaModels,40006,32007,224007,1008000,2.0e-8,0.002205957,1.2733e-5,0.004717101,0.036080086,9.82e-6,0.004711892,0.004883875,0.004008945,CPU,shin-compute-002
COPS,marine,2,ExaModels,79,56,194,644,2.448e-6,7.06e-7,5.144e-6,6.78e-7,7.193e-6,7.28e-6,9.94e-7,9.9e-7,2.7344e-5,CPU,shin-compute-002
COPS,marine,150,ExaModels,4815,4792,16326,11596,2.426e-6,4.5786e-5,5.846e-6,5.1796e-5,5.2947e-5,7.839e-6,7.5651e-5,7.1915e-5,0.000388086,CPU,shin-compute-002
COPS,marine,14000,ExaModels,448015,447992,1525976,1036496,2.466e-6,0.004574588,0.000124103,0.005741831,0.004827973,0.000121251,0.007304196,0.006952267,0.054313177,CPU,shin-compute-002
COPS,methanol,2,ExaModels,65,60,312,993,1.681e-6,1.617e-6,2.223e-6,1.756e-6,5.967e-6,3.29e-6,2.034e-6,2.03e-6,7.7282e-5,CPU,shin-compute-002
COPS,methanol,50,ExaModels,1505,1500,8088,12801,1.715e-6,3.7492e-5,2.367e-6,4.349e-5,6.2836e-5,3.515e-6,4.9551e-5,4.9208e-5,0.000187825,CPU,shin-compute-002
COPS,methanol,4000,ExaModels,120005,120000,647988,984501,1.755e-6,0.003038189,3.0547e-5,0.003623135,0.004971344,3.1357e-5,0.004018426,0.003992768,0.012479059,CPU,shin-compute-002
COPS,minsurf,"(5, 5)",ExaModels,49,102,102,504,2.675e-6,2.4e-7,6.021e-6,8.4e-8,8.74e-6,9.427e-6,2.23e-7,2.34e-7,3.3995e-5,CPU,shin-compute-002
COPS,minsurf,"(30, 30)",ExaModels,1024,1476,1476,13454,7.0121e-5,2.308e-6,0.000153946,5.59e-7,0.000236597,0.000244095,2.462e-6,2.317e-6,0.00011963,CPU,shin-compute-002
COPS,minsurf,"(280, 280)",ExaModels,79524,100816,100816,1105454,0.005890072,0.000251391,0.013240921,5.1392e-5,0.02033097,0.021088866,0.000253051,0.000259669,0.009610072,CPU,shin-compute-002
COPS,pinene,2,ExaModels,105,100,438,595,1.352e-6,2.398e-6,1.84e-6,2.378e-6,4.424e-6,2.636e-6,2.836e-6,2.918e-6,3.9625e-5,CPU,shin-compute-002
COPS,pinene,100,ExaModels,5005,5000,22880,10885,1.353e-6,0.000113121,2.764e-6,0.000115704,0.000102096,3.454e-6,0.000136584,0.000141822,0.000429882,CPU,shin-compute-002
COPS,pinene,10000,ExaModels,500005,500000,2289980,1050385,1.379e-6,0.012000518,0.000139905,0.013735919,0.010865754,0.000137622,0.01502307,0.01489403,0.058240999,CPU,shin-compute-002
